,playerId,season,name,team,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,sv_pct,next_sv_pct
276,8475195,2018,Anders Nilsson,OTT,36,121178.0,94.04,102.0,2081.0,73.79,64.0,247.08,264.0,1090.45,1099.0,31.71,28.0,626.82,527.0,470.41,551.0,91.08,1180.0,294.0,74.0,34.28,35.23,24.53,44.0,34.0,24.0,533.0,0.9071883530482256,0.9076433121019108
231,8476883,2018,Andrei Vasilevskiy,T.B,53,191242.0,145.29,129.0,3031.0,111.03,118.0,361.65,343.0,1583.57,1714.0,49.84,101.0,887.55,751.0,666.93,847.0,139.99,1733.0,436.0,129.0,51.74,52.28,41.27,43.0,47.0,39.0,733.0,0.9247374562427071,0.9170886075949367
101,8471418,2018,Anton Khudobin,DAL,41,133207.0,100.61,95.0,2252.0,81.55,81.0,272.45,287.0,1191.1,1230.0,33.99,40.0,674.93,557.0,512.07,617.0,96.6,1290.0,308.0,86.0,35.59,38.05,26.97,35.0,36.0,24.0,568.0,0.9227642276422764,0.9297052154195011
351,8471750,2018,Ben Bishop,DAL,46,158010.0,104.82,89.0,2539.0,85.95,78.0,303.32,287.0,1297.8,1322.0,42.68,36.0,734.11,677.0,562.6,672.0,101.31,1423.0,329.0,85.0,38.06,39.94,26.81,39.0,28.0,22.0,702.0,0.93267776096823,0.9197194076383476
21,8474651,2018,Braden Holtby,WSH,59,204398.0,171.45,160.0,3399.0,129.01,173.0,414.04,370.0,1817.17,1795.0,55.47,69.0,1008.6,858.0,769.58,949.0,164.42,1851.0,540.0,165.0,51.91,66.41,53.13,48.0,62.0,50.0,843.0,0.9108635097493036,0.8971759594496742
431,8470880,2018,Brian Elliott,PHI,26,81015.0,69.82,69.0,1374.0,49.34,74.0,167.29,206.0,729.8,740.0,23.95,23.0,392.18,281.0,307.89,354.0,66.59,754.0,185.0,73.0,22.11,22.55,25.15,19.0,23.0,27.0,362.0,0.9067567567567567,0.8994974874371859
456,8475660,2018,Cam Talbot,PHI,35,114227.0,89.07,109.0,1833.0,65.7,85.0,229.98,252.0,984.18,998.0,29.13,27.0,540.6,421.0,414.94,475.0,85.86,1027.0,267.0,79.0,30.42,32.92,25.73,43.0,38.0,28.0,460.0,0.8907815631262526,0.9179487179487179
461,8471679,2018,Carey Price,MTL,66,232919.0,166.51,163.0,3575.0,127.95,124.0,442.5,497.0,1907.34,1953.0,69.45,71.0,1044.79,872.0,810.73,933.0,161.26,1998.0,491.0,166.0,55.93,59.06,51.53,60.0,54.0,49.0,920.0,0.9165386584741424,0.9084186575654153
6,8479394,2018,Carter Hart,PHI,31,102984.0,80.67,82.0,1795.0,60.36,72.0,215.84,269.0,933.46,977.0,28.58,22.0,497.39,388.0,405.74,453.0,77.58,991.0,208.0,91.0,26.84,24.84,28.99,33.0,25.0,24.0,505.0,0.9160696008188332,0.9145220588235294
396,8475622,2018,Carter Hutton,BUF,50,170377.0,133.33,142.0,2672.0,102.06,79.0,329.43,350.0,1467.59,1541.0,45.78,73.0,828.2,679.0,625.48,794.0,128.08,1578.0,426.0,108.0,47.43,50.95,34.95,50.0,52.0,40.0,560.0,0.9078520441271901,0.8974918211559433
286,8476945,2018,Connor Hellebuyck,WPG,63,222237.0,172.22,179.0,3661.0,134.02,152.0,452.09,419.0,1965.43,2046.0,59.2,58.0,1095.06,888.0,845.13,1053.0,165.59,2105.0,486.0,173.0,58.71,58.84,54.66,60.0,63.0,56.0,897.0,0.9125122189638318,0.9224330357142857
166,8470645,2018,Corey Crawford,CHI,39,132771.0,105.61,109.0,2069.0,82.65,96.0,255.45,239.0,1130.0,1177.0,36.78,40.0,627.65,480.0,465.53,610.0,101.45,1118.0,355.0,101.0,32.71,42.77,30.11,40.0,38.0,31.0,495.0,0.907391673746814,0.9158950617283951
141,8467950,2018,Craig Anderson,OTT,50,167093.0,146.07,163.0,3104.0,112.12,123.0,378.32,360.0,1623.77,1676.0,41.66,39.0,912.28,737.0,678.16,839.0,140.43,1709.0,422.0,150.0,47.45,50.35,48.26,49.0,61.0,53.0,823.0,0.902744630071599,0.9017681728880157
61,8475311,2018,Darcy Kuemper,ARI,55,195072.0,135.21,127.0,3200.0,110.83,119.0,378.65,378.0,1652.02,1676.0,53.23,61.0,925.35,785.0,731.79,871.0,130.74,1788.0,431.0,117.0,47.88,51.64,35.67,46.0,46.0,35.0,864.0,0.9242243436754176,0.9265033407572383
266,8479496,2018,David Rittich,CGY,45,150200.0,114.68,109.0,2264.0,83.51,100.0,278.27,286.0,1225.53,1228.0,41.87,43.0,683.5,512.0,527.04,656.0,109.75,1259.0,366.0,102.0,36.45,44.71,33.51,41.0,41.0,27.0,537.0,0.9112377850162866,0.9067567567567567
16,8471227,2018,Devan Dubnyk,MIN,67,230063.0,148.66,165.0,3632.0,127.47,121.0,427.59,434.0,1858.93,1877.0,62.25,49.0,1063.66,843.0,816.94,1015.0,144.23,2061.0,469.0,115.0,54.74,55.6,38.31,76.0,49.0,40.0,987.0,0.9120937666489078,0.8900709219858156
236,8475883,2018,Frederik Andersen,TOR,60,209414.0,176.0,164.0,3601.0,135.26,143.0,457.28,433.0,1982.67,1958.0,63.43,70.0,1114.2,927.0,846.08,1062.0,168.29,2099.0,530.0,164.0,60.49,63.14,52.37,49.0,62.0,53.0,808.0,0.916241062308478,0.9081115335868187
291,8468685,2018,Henrik Lundqvist,NYR,52,185333.0,142.36,158.0,3077.0,110.01,127.0,372.83,334.0,1625.6,1697.0,46.66,46.0,922.11,794.0,717.26,845.0,136.77,1777.0,416.0,127.0,49.42,49.67,43.27,66.0,49.0,43.0,757.0,0.9068945197407189,0.9050847457627118
51,8475789,2018,Jack Campbell,L.A,31,95348.0,71.72,61.0,1607.0,58.72,63.0,202.31,248.0,863.1,845.0,23.84,22.0,483.84,394.0,369.26,424.0,69.26,935.0,217.0,64.0,27.27,25.58,18.88,16.0,26.0,19.0,391.0,0.927810650887574,0.9027595269382391
26,8474593,2018,Jacob Markstrom,VAN,60,214748.0,164.37,166.0,3494.0,126.14,136.0,418.02,475.0,1834.39,1893.0,56.34,73.0,1011.34,783.0,773.11,973.0,157.75,1981.0,463.0,158.0,57.84,57.69,48.84,65.0,52.0,49.0,892.0,0.9123085050184891,0.9169623846699787
271,8474596,2018,Jake Allen,STL,46,152599.0,111.2,121.0,2370.0,86.67,78.0,284.82,281.0,1255.36,1276.0,40.12,49.0,697.28,567.0,524.88,655.0,107.67,1289.0,357.0,100.0,36.27,42.9,32.03,42.0,44.0,35.0,624.0,0.9051724137931034,0.9223454833597464
176,8473503,2018,James Reimer,FLA,36,108311.0,81.32,93.0,1620.0,57.25,67.0,199.73,224.0,881.02,925.0,32.25,39.0,487.24,411.0,386.82,410.0,78.7,934.0,227.0,82.0,26.71,28.2,26.41,34.0,24.0,35.0,377.0,0.8994594594594595,0.9143258426966292
261,8470860,2018,Jaroslav Halak,BOS,40,137286.0,101.74,90.0,2072.0,77.03,87.0,258.26,271.0,1135.31,1157.0,39.72,47.0,627.4,508.0,489.95,603.0,97.98,1175.0,325.0,92.0,32.42,39.02,30.3,30.0,34.0,26.0,480.0,0.9222126188418324,0.9183222958057395
346,8470657,2018,Jimmy Howard,DET,55,182868.0,158.56,156.0,3043.0,119.38,131.0,384.9,382.0,1705.15,1710.0,45.9,58.0,937.03,780.0,713.6,857.0,152.57,1748.0,464.0,161.0,50.91,56.73,50.91,48.0,59.0,49.0,670.0,0.9087719298245613,0.8815628815628815
371,8476434,2018,John Gibson,ANA,58,193654.0,166.33,153.0,3362.0,129.29,183.0,419.73,403.0,1836.48,1840.0,49.19,58.0,1032.41,903.0,787.02,894.0,157.83,1949.0,493.0,155.0,55.69,59.48,51.16,51.0,56.0,46.0,765.0,0.9168478260869565,0.9038461538461539
131,8473541,2018,Jonathan Bernier,DET,35,110394.0,94.12,100.0,1832.0,70.74,76.0,229.49,238.0,1007.55,1027.0,26.73,32.0,563.51,471.0,420.79,488.0,90.16,1002.0,326.0,84.0,29.67,38.8,25.63,44.0,38.0,18.0,420.0,0.9026290165530672,0.9062038404726735
41,8471734,2018,Jonathan Quick,L.A,46,155231.0,125.71,150.0,2534.0,90.69,126.0,306.31,284.0,1348.48,1330.0,41.97,38.0,750.37,603.0,579.07,702.0,120.02,1435.0,354.0,122.0,41.07,42.63,42.0,55.0,55.0,40.0,623.0,0.887218045112782,0.9035947712418301
401,8476914,2018,Joonas Korpisalo,CBJ,27,81616.0,56.18,67.0,1205.0,40.53,56.0,142.52,177.0,613.93,651.0,20.43,34.0,339.92,261.0,262.36,299.0,54.09,675.0,161.0,53.0,20.33,19.82,16.04,23.0,30.0,14.0,316.0,0.8970814132104454,0.9107662463627546
296,8476412,2018,Jordan Binnington,STL,32,111583.0,65.57,59.0,1509.0,52.92,48.0,186.81,183.0,794.93,789.0,32.19,32.0,441.83,356.0,341.23,449.0,63.96,854.0,206.0,56.0,23.97,24.85,16.75,18.0,24.0,17.0,393.0,0.9252217997465145,0.9120725750174459
46,8477424,2018,Juuse Saros,NSH,31,101773.0,79.31,75.0,1615.0,60.64,70.0,197.19,215.0,881.48,871.0,26.32,34.0,494.02,362.0,376.26,484.0,76.32,919.0,240.0,77.0,26.12,27.65,25.55,24.0,28.0,23.0,379.0,0.9138920780711826,0.9141856392294221
421,8476999,2018,Linus Ullmark,BUF,37,125826.0,93.97,109.0,1936.0,73.69,65.0,236.11,270.0,1067.36,1146.0,34.32,40.0,603.0,444.0,457.91,559.0,90.93,1118.0,309.0,72.0,33.72,37.77,22.48,44.0,42.0,23.0,437.0,0.9048865619546248,0.9135338345864662
146,8478406,2018,Mackenzie Blackwood,N.J,23,75826.0,52.57,55.0,1215.0,42.84,37.0,153.05,133.0,664.4,669.0,19.39,25.0,370.3,328.0,281.89,333.0,50.53,720.0,167.0,37.0,20.51,20.53,11.53,19.0,24.0,12.0,291.0,0.9177877428998505,0.9145416953824949
336,8476876,2018,Malcolm Subban,VGK,21,73607.0,50.59,60.0,1024.0,39.57,44.0,130.38,120.0,575.43,612.0,21.7,26.0,321.71,248.0,245.12,317.0,49.08,610.0,150.0,46.0,18.1,17.85,14.65,24.0,19.0,17.0,218.0,0.9019607843137255,0.8901098901098901
366,8470594,2018,Marc-Andre Fleury,VGK,61,216785.0,160.14,154.0,3254.0,120.0,138.0,378.41,337.0,1701.22,1746.0,66.74,58.0,947.26,818.0,713.14,868.0,152.94,1730.0,484.0,162.0,49.55,58.54,52.06,42.0,59.0,53.0,878.0,0.9117983963344788,0.9048640915593705
441,8474889,2018,Martin Jones,S.J,62,213407.0,153.41,176.0,3171.0,118.25,158.0,377.94,339.0,1678.43,1698.0,64.18,67.0,926.45,710.0,725.89,916.0,147.21,1751.0,459.0,147.0,48.59,56.58,48.25,62.0,68.0,46.0,814.0,0.8963486454652533,0.8964912280701754
116,8476899,2018,Matt Murray,PIT,50,172887.0,130.45,129.0,2910.0,102.28,108.0,355.0,346.0,1550.8,1593.0,49.02,54.0,859.0,713.0,679.55,826.0,126.1,1681.0,385.0,111.0,47.33,46.68,36.44,42.0,49.0,38.0,733.0,0.9190207156308852,0.8985781990521327
416,8469608,2018,Mike Smith,CGY,42,144030.0,106.8,109.0,1991.0,74.5,88.0,242.29,229.0,1076.76,1067.0,42.23,55.0,578.98,424.0,461.02,609.0,101.79,1071.0,319.0,109.0,30.18,39.3,37.33,42.0,38.0,29.0,492.0,0.8978444236176195,0.9022346368715084
256,8475156,2018,Mikko Koskinen,EDM,55,178322.0,140.1,147.0,2837.0,104.82,114.0,343.97,370.0,1508.08,1549.0,43.63,48.0,842.21,707.0,630.51,748.0,135.02,1578.0,429.0,121.0,48.34,52.0,39.76,56.0,57.0,34.0,709.0,0.9051000645577792,0.917094017094017
356,8471469,2018,Pekka Rinne,NSH,56,190784.0,142.54,130.0,2847.0,103.43,98.0,332.22,366.0,1502.64,1582.0,56.26,59.0,829.61,675.0,646.35,834.0,138.19,1592.0,430.0,130.0,46.87,51.57,44.11,42.0,48.0,40.0,695.0,0.9178255372945638,0.8954183266932271
91,8475852,2018,Petr Mrazek,CAR,40,143211.0,97.93,95.0,2046.0,73.97,67.0,251.08,215.0,1106.09,1103.0,46.09,47.0,605.87,508.0,485.55,630.0,95.31,1166.0,310.0,76.0,34.68,38.29,24.96,26.0,43.0,26.0,494.0,0.9138712601994561,0.9044995408631772
326,8475831,2018,Philipp Grubauer,COL,37,120040.0,87.7,89.0,2002.0,72.04,90.0,236.76,271.0,1029.0,1071.0,32.66,42.0,581.54,432.0,441.09,526.0,83.3,1107.0,272.0,75.0,31.13,32.18,24.39,29.0,32.0,28.0,548.0,0.9169000933706816,0.915651358950328
436,8475215,2018,Robin Lehner,NYI,46,155686.0,108.82,93.0,2502.0,88.63,92.0,286.55,307.0,1259.12,1322.0,39.56,52.0,722.45,609.0,543.11,687.0,104.79,1404.0,327.0,90.0,41.76,38.41,28.66,37.0,34.0,22.0,681.0,0.9296520423600605,0.9197080291970803
191,8468011,2018,Ryan Miller,ANA,20,66464.0,51.51,51.0,1089.0,39.82,40.0,132.42,131.0,575.0,577.0,17.31,12.0,325.16,292.0,243.22,274.0,49.79,605.0,164.0,44.0,18.04,19.71,13.75,17.0,19.0,15.0,276.0,0.9116117850953206,0.9072164948453608
426,8473575,2018,Semyon Varlamov,COL,49,169228.0,132.24,137.0,2771.0,100.16,137.0,328.98,287.0,1428.38,1497.0,45.87,60.0,804.74,614.0,606.29,790.0,126.75,1513.0,375.0,132.0,41.21,45.32,45.72,46.0,45.0,46.0,751.0,0.9084836339345357,0.9130775254502741
451,8475683,2018,Sergei Bobrovsky,CBJ,62,212208.0,159.67,153.0,3177.0,117.37,131.0,395.74,436.0,1730.32,1756.0,60.4,76.0,953.97,692.0,736.77,952.0,153.33,1787.0,494.0,140.0,53.58,59.34,46.75,66.0,57.0,30.0,756.0,0.912870159453303,0.898406374501992
281,8471306,2018,Thomas Greiss,NYI,43,135205.0,100.79,87.0,2226.0,79.4,83.0,260.47,260.0,1146.27,1185.0,34.07,31.0,651.18,536.0,492.91,623.0,96.76,1252.0,285.0,86.0,35.17,33.66,31.95,30.0,26.0,31.0,603.0,0.9265822784810127,0.9128878281622912
241,8471695,2018,Tuukka Rask,BOS,46,158068.0,107.87,110.0,2284.0,82.76,68.0,276.49,287.0,1221.72,1247.0,45.43,44.0,675.77,584.0,533.1,632.0,103.45,1274.0,350.0,92.0,36.18,41.96,29.73,42.0,35.0,33.0,568.0,0.9117882919005613,0.9285714285714286
276,8476883,2019,Andrei Vasilevskiy,T.B,52,185092.0,134.8,131.0,2760.0,105.59,104.0,344.6,341.0,1502.24,1580.0,50.24,68.0,846.83,637.0,622.9,821.0,130.55,1579.0,409.0,119.0,45.33,49.68,39.78,49.0,48.0,34.0,653.0,0.9170886075949367,0.9246353322528363
271,8471418,2019,Anton Khudobin,DAL,30,100864.0,70.03,62.0,1577.0,56.75,55.0,197.11,202.0,836.81,882.0,26.99,27.0,489.69,428.0,349.36,420.0,66.93,930.0,203.0,59.0,25.56,25.31,19.16,22.0,22.0,18.0,385.0,0.9297052154195011,0.905
161,8474651,2019,Braden Holtby,WSH,48,164719.0,124.79,142.0,2504.0,94.92,109.0,314.11,351.0,1357.54,1381.0,46.85,58.0,757.94,581.0,556.16,675.0,119.26,1388.0,379.0,127.0,37.96,45.95,40.88,40.0,61.0,41.0,610.0,0.8971759594496742,0.8892086330935252
121,8470880,2019,Brian Elliott,PHI,31,101620.0,73.42,80.0,1402.0,53.31,73.0,177.02,208.0,775.69,796.0,27.12,29.0,419.96,289.0,314.21,394.0,70.35,768.0,230.0,70.0,23.14,27.95,22.32,30.0,32.0,18.0,334.0,0.8994974874371859,0.8888888888888888
356,8475660,2019,Cam Talbot,CGY,26,84336.0,58.8,64.0,1373.0,51.06,54.0,182.19,190.0,771.51,780.0,24.45,27.0,445.55,347.0,322.6,409.0,56.73,879.0,167.0,42.0,24.92,19.27,14.6,29.0,16.0,19.0,285.0,0.9179487179487179,0.9146825396825397
266,8471679,2019,Carey Price,MTL,58,206389.0,151.63,161.0,3113.0,119.6,123.0,396.52,413.0,1689.58,1758.0,61.02,81.0,946.07,744.0,686.16,862.0,146.1,1770.0,443.0,145.0,48.64,55.68,47.3,53.0,63.0,45.0,755.0,0.9084186575654153,0.9013657056145675
101,8479394,2019,Carter Hart,PHI,42,140341.0,99.88,93.0,2000.0,75.62,98.0,252.28,287.0,1095.27,1088.0,36.84,31.0,598.1,437.0,453.11,571.0,97.22,1115.0,298.0,102.0,32.29,35.6,31.99,30.0,36.0,27.0,485.0,0.9145220588235294,0.8765603328710125
51,8476945,2019,Connor Hellebuyck,WPG,58,196184.0,163.24,139.0,3131.0,124.03,157.0,404.53,335.0,1753.16,1792.0,51.77,48.0,991.96,819.0,713.86,956.0,156.97,1851.0,466.0,155.0,55.58,58.99,48.68,36.0,57.0,46.0,659.0,0.9224330357142857,0.9161048689138577
341,8475311,2019,Darcy Kuemper,ARI,29,105215.0,73.65,66.0,1663.0,61.24,67.0,207.7,207.0,893.27,898.0,28.8,23.0,510.64,408.0,377.45,489.0,71.1,978.0,228.0,56.0,28.19,27.7,17.76,27.0,21.0,18.0,401.0,0.9265033407572383,0.9074333800841514
56,8471227,2019,Devan Dubnyk,MIN,30,99848.0,72.43,93.0,1526.0,55.93,59.0,192.05,183.0,820.01,846.0,25.77,33.0,467.1,332.0,335.78,448.0,70.21,892.0,184.0,74.0,24.53,22.27,25.63,29.0,34.0,30.0,376.0,0.8900709219858156,0.8953488372093024
351,8478007,2019,Elvis Merzlikins,CBJ,32,108958.0,68.84,71.0,1737.0,58.71,57.0,211.33,199.0,895.3,919.0,28.92,31.0,517.97,409.0,384.36,506.0,66.81,1008.0,214.0,50.0,29.16,25.36,14.33,32.0,27.0,12.0,465.0,0.9227421109902068,0.9163636363636364
61,8475883,2019,Frederik Andersen,TOR,52,180421.0,130.75,145.0,2864.0,105.13,96.0,351.73,330.0,1539.62,1578.0,52.91,63.0,870.72,739.0,643.62,837.0,125.37,1722.0,381.0,111.0,49.12,46.36,35.28,56.0,51.0,38.0,650.0,0.9081115335868187,0.8953662182361734
346,8475789,2019,Jack Campbell,TOR,26,94076.0,67.03,74.0,1420.0,51.33,67.0,172.44,194.0,749.96,761.0,27.87,31.0,422.01,321.0,306.53,373.0,65.07,784.0,198.0,62.0,22.66,23.63,20.75,21.0,31.0,22.0,376.0,0.9027595269382391,0.9213675213675214
76,8474593,2019,Jacob Markstrom,VAN,43,153169.0,118.03,117.0,2529.0,94.31,108.0,305.43,344.0,1355.24,1409.0,42.01,50.0,761.07,542.0,556.33,714.0,114.64,1425.0,354.0,107.0,41.67,42.69,33.65,41.0,44.0,32.0,643.0,0.9169623846699787,0.9043927648578811
6,8474596,2019,Jake Allen,STL,24,78105.0,53.19,49.0,1107.0,42.03,45.0,138.35,154.0,603.33,631.0,19.96,19.0,338.17,267.0,246.48,308.0,51.3,617.0,175.0,48.0,17.57,21.07,14.54,23.0,14.0,12.0,267.0,0.9223454833597464,0.9070904645476773
416,8473503,2019,James Reimer,CAR,25,82703.0,65.96,61.0,1274.0,49.26,56.0,163.57,163.0,710.21,712.0,23.07,22.0,392.31,304.0,281.99,360.0,62.36,706.0,213.0,60.0,21.13,26.69,18.14,16.0,23.0,22.0,295.0,0.9143258426966292,0.9059011164274322
241,8476434,2019,John Gibson,ANA,52,180583.0,131.98,150.0,2870.0,106.24,116.0,367.0,350.0,1560.27,1560.0,50.12,50.0,890.88,702.0,658.0,841.0,127.63,1721.0,376.0,110.0,49.3,46.44,36.24,56.0,57.0,37.0,663.0,0.9038461538461539,0.9031639501438159
321,8473541,2019,Jonathan Bernier,DET,46,152781.0,131.56,127.0,2390.0,95.64,96.0,300.79,317.0,1343.75,1354.0,35.35,27.0,749.51,621.0,542.35,658.0,124.24,1373.0,360.0,131.0,39.71,44.41,47.44,39.0,42.0,46.0,526.0,0.9062038404726735,0.9141347424042272
301,8471734,2019,Jonathan Quick,L.A,42,150953.0,105.09,118.0,2218.0,82.48,100.0,289.22,262.0,1242.68,1224.0,44.98,42.0,699.05,547.0,517.94,660.0,101.4,1357.0,288.0,91.0,38.48,35.42,31.2,48.0,40.0,30.0,482.0,0.9035947712418301,0.8975265017667844
336,8476914,2019,Joonas Korpisalo,CBJ,37,127605.0,84.75,92.0,1934.0,67.57,64.0,226.86,262.0,989.49,1031.0,35.05,34.0,571.54,406.0,414.62,540.0,82.06,1080.0,250.0,69.0,30.43,30.6,23.72,29.0,36.0,27.0,535.0,0.9107662463627546,0.8938053097345133
236,8476412,2019,Jordan Binnington,STL,51,175739.0,126.35,126.0,2531.0,99.03,121.0,327.19,334.0,1415.51,1433.0,44.92,46.0,788.7,601.0,577.17,746.0,121.53,1456.0,387.0,123.0,38.98,47.34,40.03,51.0,40.0,35.0,565.0,0.9120725750174459,0.9098497495826378
216,8477424,2019,Juuse Saros,NSH,40,130526.0,99.66,98.0,2124.0,78.32,85.0,259.81,306.0,1130.12,1142.0,39.18,38.0,635.6,479.0,466.5,571.0,95.12,1210.0,274.0,93.0,36.1,33.47,30.08,31.0,41.0,26.0,547.0,0.9141856392294221,0.927170868347339
71,8476999,2019,Linus Ullmark,BUF,34,121560.0,85.64,92.0,1783.0,69.87,61.0,224.28,255.0,996.14,1064.0,28.78,36.0,583.87,445.0,418.66,527.0,83.06,1100.0,244.0,72.0,32.34,29.7,23.59,25.0,37.0,30.0,367.0,0.9135338345864662,0.9170896785109983
156,8478406,2019,Mackenzie Blackwood,N.J,47,161010.0,131.89,124.0,2669.0,93.95,95.0,325.22,353.0,1439.45,1451.0,43.56,57.0,790.78,601.0,596.64,756.0,126.46,1459.0,409.0,121.0,42.28,48.68,40.93,49.0,38.0,37.0,680.0,0.9145416953824949,0.9020332717190388
41,8470594,2019,Marc-Andre Fleury,VGK,49,171668.0,126.68,133.0,2507.0,95.31,134.0,317.47,256.0,1364.63,1398.0,53.23,46.0,763.79,635.0,547.4,703.0,120.97,1440.0,312.0,146.0,40.51,37.28,48.88,41.0,36.0,56.0,609.0,0.9048640915593705,0.9282103134479271
146,8474889,2019,Martin Jones,S.J,41,140350.0,100.89,118.0,2091.0,82.14,102.0,256.57,226.0,1128.64,1140.0,37.46,37.0,627.82,462.0,458.48,629.0,97.53,1142.0,332.0,93.0,32.5,41.09,27.29,46.0,44.0,28.0,524.0,0.8964912280701754,0.8959183673469387
96,8476899,2019,Matt Murray,PIT,38,134484.0,86.45,107.0,1896.0,69.01,69.0,236.65,243.0,1017.07,1055.0,37.8,38.0,563.31,450.0,425.34,521.0,83.93,1075.0,247.0,92.0,30.93,29.25,26.27,43.0,39.0,25.0,482.0,0.8985781990521327,0.8929539295392954
361,8469608,2019,Mike Smith,EDM,39,128285.0,92.85,105.0,1996.0,70.9,72.0,247.34,248.0,1061.01,1074.0,33.39,49.0,596.23,484.0,436.01,538.0,89.08,1130.0,259.0,90.0,31.24,32.58,29.04,32.0,41.0,32.0,517.0,0.9022346368715084,0.9229098805646037
306,8475156,2019,Mikko Koskinen,EDM,38,125976.0,96.87,97.0,2132.0,77.53,111.0,268.59,267.0,1143.12,1170.0,31.82,30.0,647.14,527.0,466.7,554.0,93.24,1233.0,279.0,85.0,36.34,33.42,27.11,43.0,26.0,28.0,535.0,0.917094017094017,0.8994708994708995
171,8471469,2019,Pekka Rinne,NSH,36,118067.0,87.72,105.0,1859.0,67.86,58.0,223.71,252.0,996.77,1004.0,35.52,35.0,558.08,429.0,415.77,504.0,84.99,1053.0,253.0,81.0,29.4,30.72,27.59,43.0,27.0,35.0,472.0,0.8954183266932271,0.9066265060240963
151,8475831,2019,Philipp Grubauer,COL,36,123382.0,91.71,90.0,1912.0,69.71,98.0,241.31,264.0,1022.65,1067.0,34.52,30.0,574.12,393.0,416.57,543.0,88.27,1080.0,256.0,96.0,29.88,30.22,31.6,29.0,34.0,27.0,480.0,0.915651358950328,0.9224572004028198
406,8473575,2019,Semyon Varlamov,NYI,45,150785.0,113.16,111.0,2567.0,88.1,95.0,302.74,261.0,1311.81,1277.0,37.9,44.0,752.65,574.0,549.27,757.0,108.77,1427.0,320.0,103.0,37.95,38.25,36.97,36.0,41.0,34.0,717.0,0.9130775254502741,0.9294117647058824
366,8475683,2019,Sergei Bobrovsky,FLA,50,167122.0,140.08,153.0,2672.0,101.24,158.0,334.47,344.0,1451.67,1506.0,46.51,41.0,802.52,604.0,593.73,720.0,133.92,1460.0,422.0,140.0,42.56,53.52,44.01,60.0,55.0,38.0,650.0,0.898406374501992,0.9056806002143623
401,8477967,2019,Thatcher Demko,VAN,27,91780.0,70.96,75.0,1490.0,54.67,60.0,173.69,190.0,767.56,804.0,24.76,23.0,432.51,328.0,313.43,392.0,68.31,787.0,213.0,72.0,23.89,25.87,21.2,23.0,28.0,24.0,418.0,0.9067164179104478,0.9149484536082474
201,8471306,2019,Thomas Greiss,NYI,31,94556.0,63.53,73.0,1582.0,54.56,51.0,195.06,194.0,815.63,838.0,25.23,31.0,465.66,379.0,342.1,422.0,60.83,914.0,184.0,53.0,25.2,22.13,16.2,34.0,20.0,19.0,431.0,0.9128878281622912,0.9115341545352743
66,8477465,2019,Tristan Jarry,PIT,33,115577.0,78.66,79.0,1731.0,62.77,63.0,220.84,225.0,933.14,986.0,30.58,33.0,527.36,449.0,394.29,475.0,76.05,1031.0,213.0,80.0,27.26,25.55,25.86,28.0,30.0,21.0,407.0,0.9198782961460447,0.9089253187613844
191,8471695,2019,Tuukka Rask,BOS,41,144107.0,102.68,85.0,2147.0,79.3,78.0,268.09,265.0,1174.78,1190.0,40.86,38.0,659.37,518.0,490.44,665.0,99.19,1277.0,278.0,89.0,35.94,33.35,33.39,35.0,25.0,25.0,503.0,0.9285714285714286,0.9132569558101473
186,8477968,2020,Alex Nedeljkovic,CAR,23,83522.0,53.6,44.0,1192.0,42.71,49.0,148.29,153.0,651.69,648.0,23.07,35.0,365.87,284.0,271.37,342.0,51.93,697.0,164.0,43.0,19.99,20.24,13.37,14.0,20.0,10.0,288.0,0.9320987654320988,0.900946021146355
296,8476883,2020,Andrei Vasilevskiy,T.B,42,151416.0,111.23,93.0,2137.0,84.9,81.0,264.39,237.0,1195.4,1234.0,38.81,45.0,664.1,509.0,479.01,659.0,107.7,1188.0,367.0,88.0,35.17,45.18,30.88,26.0,48.0,19.0,494.0,0.9246353322528363,0.9165329052969502
311,8474651,2020,Braden Holtby,VAN,21,75629.0,65.58,77.0,1276.0,51.67,45.0,155.09,169.0,699.02,695.0,18.62,29.0,395.97,299.0,281.91,356.0,63.88,681.0,238.0,54.0,20.6,28.75,16.23,21.0,35.0,21.0,303.0,0.8892086330935252,0.9128571428571428
66,8475660,2020,Cam Talbot,MIN,33,117687.0,83.82,86.0,1906.0,67.33,72.0,236.31,272.0,1011.75,1008.0,28.67,23.0,574.28,426.0,417.8,529.0,81.07,1118.0,221.0,73.0,31.37,26.59,25.86,33.0,30.0,23.0,494.0,0.9146825396825397,0.9112903225806451
51,8479394,2020,Carter Hart,PHI,27,87394.0,70.75,89.0,1264.0,49.48,56.0,158.77,168.0,707.69,721.0,21.88,30.0,383.06,255.0,280.1,373.0,68.8,694.0,199.0,72.0,20.0,24.71,26.05,26.0,29.0,34.0,299.0,0.8765603328710125,0.9049271339347675
